Crm Cd Desc,Vict Sex,Vict Age Group,Weapon Category,Crime Count,Crime %
CRIMINAL HOMICIDE,M,25-34,Firearm,280,18.15
CRIMINAL HOMICIDE,M,35-49,Firearm,241,15.62
CRIMINAL HOMICIDE,M,25-34,Other weapon,112,7.26
CRIMINAL HOMICIDE,M,35-49,Other weapon,106,6.87
CRIMINAL HOMICIDE,M,50-64,Firearm,98,6.35
CRIMINAL HOMICIDE,M,21-24,Firearm,74,4.8
CRIMINAL HOMICIDE,M,18-20,Firearm,56,3.63
CRIMINAL HOMICIDE,M,50-64,Other weapon,52,3.37
CRIMINAL HOMICIDE,M,21-24,Other weapon,43,2.79
CRIMINAL HOMICIDE,F,25-34,Firearm,35,2.27
CRIMINAL HOMICIDE,M,13-17,Firearm,33,2.14
CRIMINAL HOMICIDE,M,50-64,Knife / sharp object,30,1.94
CRIMINAL HOMICIDE,M,35-49,Knife / sharp object,29,1.88
CRIMINAL HOMICIDE,F,35-49,Firearm,22,1.43
CRIMINAL HOMICIDE,M,65+,Other weapon,22,1.43
CRIMINAL HOMICIDE,M,50-64,Personal weapons,19,1.23
CRIMINAL HOMICIDE,F,35-49,Other weapon,18,1.17
CRIMINAL HOMICIDE,M,25-34,Knife / sharp object,17,1.1
CRIMINAL HOMICIDE,M,35-49,Personal weapons,17,1.1
CRIMINAL HOMICIDE,F,25-34,Other weapon,16,1.04
CRIMINAL HOMICIDE,M,65+,Knife / sharp object,16,1.04
CRIMINAL HOMICIDE,M,18-20,Other weapon,14,0.91
CRIMINAL HOMICIDE,M,65+,Firearm,14,0.91
CRIMINAL HOMICIDE,F,50-64,Other weapon,12,0.78
CRIMINAL HOMICIDE,M,65+,Personal weapons,12,0.78
CRIMINAL HOMICIDE,F,18-20,Firearm,11,0.71
CRIMINAL HOMICIDE,F,35-49,Knife / sharp object,9,0.58
CRIMINAL HOMICIDE,F,50-64,Knife / sharp object,9,0.58
CRIMINAL HOMICIDE,M,13-17,Other weapon,9,0.58
CRIMINAL HOMICIDE,F,21-24,Other weapon,8,0.52
CRIMINAL HOMICIDE,M,25-34,Personal weapons,8,0.52
CRIMINAL HOMICIDE,F,50-64,Firearm,7,0.45
CRIMINAL HOMICIDE,M,21-24,Knife / sharp object,6,0.39
CRIMINAL HOMICIDE,F,21-24,Firearm,5,0.32
CRIMINAL HOMICIDE,F,25-34,Knife / sharp object,5,0.32
CRIMINAL HOMICIDE,F,35-49,Personal weapons,5,0.32
CRIMINAL HOMICIDE,F,50-64,Personal weapons,5,0.32
CRIMINAL HOMICIDE,F,65+,Knife / sharp object,5,0.32
CRIMINAL HOMICIDE,F,65+,Other weapon,5,0.32
CRIMINAL HOMICIDE,M,35-49,Blunt object,5,0.32
CRIMINAL HOMICIDE,F,65+,Firearm,4,0.26
CRIMINAL HOMICIDE,F,2-9,Personal weapons,3,0.19
CRIMINAL HOMICIDE,F,13-17,Firearm,3,0.19
CRIMINAL HOMICIDE,F,18-20,Other weapon,3,0.19
CRIMINAL HOMICIDE,F,25-34,Personal weapons,3,0.19
CRIMINAL HOMICIDE,F,50-64,Blunt object,3,0.19
CRIMINAL HOMICIDE,F,65+,Personal weapons,3,0.19
CRIMINAL HOMICIDE,M,2-9,Personal weapons,3,0.19
CRIMINAL HOMICIDE,M,13-17,Knife / sharp object,3,0.19
CRIMINAL HOMICIDE,M,18-20,Knife / sharp object,3,0.19
CRIMINAL HOMICIDE,M,21-24,Personal weapons,3,0.19
CRIMINAL HOMICIDE,F,2-9,Firearm,2,0.13
CRIMINAL HOMICIDE,F,21-24,Knife / sharp object,2,0.13
CRIMINAL HOMICIDE,M,10-12,Other weapon,2,0.13
CRIMINAL HOMICIDE,F,10-12,Personal weapons,1,0.06
CRIMINAL HOMICIDE,F,13-17,Other weapon,1,0.06
CRIMINAL HOMICIDE,F,21-24,Personal weapons,1,0.06
CRIMINAL HOMICIDE,F,50-64,No weapon / unknown,1,0.06
CRIMINAL HOMICIDE,M,2-9,Firearm,1,0.06
CRIMINAL HOMICIDE,M,2-9,Knife / sharp object,1,0.06
CRIMINAL HOMICIDE,M,2-9,Other weapon,1,0.06
CRIMINAL HOMICIDE,M,10-12,Personal weapons,1,0.06
CRIMINAL HOMICIDE,M,18-20,Personal weapons,1,0.06
CRIMINAL HOMICIDE,M,50-64,Blunt object,1,0.06
CRIMINAL HOMICIDE,M,65+,Blunt object,1,0.06
CRIMINAL HOMICIDE,X,25-34,Other weapon,1,0.06
CRIMINAL HOMICIDE,X,50-64,Other weapon,1,0.06
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,Other weapon,3018,16.23
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,35-49,Other weapon,2672,14.37
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,Other weapon,2397,12.89
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,Other weapon,1984,10.67
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,Other weapon,1934,10.4
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,Other weapon,1758,9.45
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,21-24,Other weapon,723,3.89
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,65+,Other weapon,574,3.09
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,Other weapon,534,2.87
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,65+,Other weapon,531,2.86
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,18-20,Other weapon,322,1.73
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,13-17,Other weapon,297,1.6
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,13-17,Other weapon,258,1.39
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,18-20,Other weapon,249,1.34
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,35-49,Personal weapons,105,0.56
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,Personal weapons,102,0.55
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,10-12,Other weapon,79,0.42
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,Personal weapons,78,0.42
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,Personal weapons,73,0.39
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,10-12,Other weapon,64,0.34
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,Personal weapons,61,0.33
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,Personal weapons,59,0.32
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,Firearm,55,0.3
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,35-49,Firearm,50,0.27
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,Firearm,41,0.22
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,2-9,Other weapon,38,0.2
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,2-9,Other weapon,34,0.18
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,21-24,Personal weapons,32,0.17
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,Personal weapons,30,0.16
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,21-24,Other weapon,28,0.15
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,Firearm,25,0.13
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,Firearm,23,0.12
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,65+,Personal weapons,23,0.12
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,25-34,Other weapon,22,0.12
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,No weapon / unknown,19,0.1
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,65+,Personal weapons,19,0.1
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,35-49,Other weapon,19,0.1
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,No weapon / unknown,16,0.09
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,13-17,Personal weapons,14,0.08
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,18-20,Personal weapons,12,0.06
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,Firearm,11,0.06
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,65+,Firearm,11,0.06
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,18-20,Other weapon,11,0.06
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,18-20,Firearm,10,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,Firearm,10,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,No weapon / unknown,10,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,No weapon / unknown,10,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,18-20,Personal weapons,9,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,13-17,Other weapon,9,0.05
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,Knife / sharp object,7,0.04
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,13-17,Firearm,7,0.04
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,18-20,Firearm,7,0.04
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,Knife / sharp object,7,0.04
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,35-49,No weapon / unknown,7,0.04
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,Knife / sharp object,6,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,13-17,Personal weapons,6,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,Knife / sharp object,6,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,21-24,Firearm,5,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,Knife / sharp object,5,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,65+,No weapon / unknown,5,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,No weapon / unknown,5,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,2-9,Other weapon,5,0.03
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,21-24,No weapon / unknown,4,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,50-64,Other weapon,4,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,65+,Other weapon,4,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,50-64,Blunt object,3,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,25-34,Blunt object,3,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,35-49,Knife / sharp object,3,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,Knife / sharp object,3,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,65+,Knife / sharp object,3,0.02
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,18-20,Knife / sharp object,2,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,18-20,Knife / sharp object,2,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,Blunt object,2,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,65+,No weapon / unknown,2,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,2-9,Personal weapons,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,10-12,Personal weapons,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,13-17,Firearm,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,18-20,No weapon / unknown,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,25-34,Blunt object,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,35-49,Blunt object,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,F,65+,Firearm,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,2-9,Personal weapons,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,10-12,Personal weapons,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,13-17,Knife / sharp object,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,13-17,No weapon / unknown,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,18-20,No weapon / unknown,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,21-24,No weapon / unknown,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,M,50-64,Blunt object,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,10-12,Other weapon,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,21-24,Firearm,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,21-24,Personal weapons,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,25-34,Firearm,1,0.01
CRIMINAL THREATS - NO WEAPON DISPLAYED,X,35-49,Personal weapons,1,0.01
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,2-9,Personal weapons,468,26.74
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,13-17,Personal weapons,448,25.6
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,10-12,Personal weapons,428,24.46
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,2-9,Personal weapons,139,7.94
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,13-17,Personal weapons,62,3.54
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,10-12,Personal weapons,50,2.86
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,13-17,Other weapon,38,2.17
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,10-12,Other weapon,34,1.94
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,2-9,Other weapon,19,1.09
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,2-9,Other weapon,11,0.63
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,13-17,Other weapon,11,0.63
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,18-20,Personal weapons,9,0.51
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,10-12,Other weapon,9,0.51
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,21-24,Personal weapons,4,0.23
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,25-34,Personal weapons,4,0.23
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,35-49,Personal weapons,4,0.23
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,65+,Personal weapons,2,0.11
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,2-9,Blunt object,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,13-17,Knife / sharp object,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),F,50-64,Other weapon,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,2-9,Blunt object,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,10-12,Knife / sharp object,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,18-20,Personal weapons,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,21-24,Personal weapons,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,25-34,Other weapon,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),M,35-49,Personal weapons,1,0.06
CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),X,21-24,Personal weapons,1,0.06
CRUELTY TO ANIMALS,F,25-34,No weapon / unknown,14,10.85
CRUELTY TO ANIMALS,F,35-49,No weapon / unknown,14,10.85
CRUELTY TO ANIMALS,M,35-49,No weapon / unknown,13,10.08
CRUELTY TO ANIMALS,M,50-64,No weapon / unknown,8,6.2
CRUELTY TO ANIMALS,M,35-49,Other weapon,7,5.43
CRUELTY TO ANIMALS,F,25-34,Personal weapons,5,3.88
CRUELTY TO ANIMALS,F,50-64,No weapon / unknown,5,3.88
CRUELTY TO ANIMALS,F,21-24,Personal weapons,4,3.1
CRUELTY TO ANIMALS,F,25-34,Other weapon,4,3.1
CRUELTY TO ANIMALS,F,50-64,Personal weapons,4,3.1
CRUELTY TO ANIMALS,M,50-64,Other weapon,4,3.1
CRUELTY TO ANIMALS,M,50-64,Personal weapons,4,3.1
CRUELTY TO ANIMALS,X,21-24,No weapon / unknown,4,3.1
CRUELTY TO ANIMALS,F,35-49,Other weapon,3,2.33
CRUELTY TO ANIMALS,F,35-49,Personal weapons,3,2.33
CRUELTY TO ANIMALS,F,21-24,No weapon / unknown,2,1.55
CRUELTY TO ANIMALS,F,50-64,Other weapon,2,1.55
CRUELTY TO ANIMALS,M,21-24,No weapon / unknown,2,1.55
CRUELTY TO ANIMALS,M,25-34,No weapon / unknown,2,1.55
CRUELTY TO ANIMALS,M,25-34,Other weapon,2,1.55
CRUELTY TO ANIMALS,M,35-49,Personal weapons,2,1.55
CRUELTY TO ANIMALS,M,50-64,Firearm,2,1.55
CRUELTY TO ANIMALS,F,18-20,Firearm,1,0.78
CRUELTY TO ANIMALS,F,21-24,Blunt object,1,0.78
CRUELTY TO ANIMALS,F,21-24,Other weapon,1,0.78
CRUELTY TO ANIMALS,F,25-34,Knife / sharp object,1,0.78
CRUELTY TO ANIMALS,F,50-64,Firearm,1,0.78
CRUELTY TO ANIMALS,M,13-17,No weapon / unknown,1,0.78
CRUELTY TO ANIMALS,M,21-24,Firearm,1,0.78
CRUELTY TO ANIMALS,M,21-24,Other weapon,1,0.78
CRUELTY TO ANIMALS,M,21-24,Personal weapons,1,0.78
CRUELTY TO ANIMALS,M,25-34,Knife / sharp object,1,0.78
CRUELTY TO ANIMALS,M,25-34,Personal weapons,1,0.78
CRUELTY TO ANIMALS,M,65+,No weapon / unknown,1,0.78
CRUELTY TO ANIMALS,X,2-9,Personal weapons,1,0.78
CRUELTY TO ANIMALS,X,18-20,No weapon / unknown,1,0.78
CRUELTY TO ANIMALS,X,18-20,Other weapon,1,0.78
CRUELTY TO ANIMALS,X,18-20,Personal weapons,1,0.78
CRUELTY TO ANIMALS,X,21-24,Knife / sharp object,1,0.78
CRUELTY TO ANIMALS,X,21-24,Other weapon,1,0.78
CRUELTY TO ANIMALS,X,21-24,Personal weapons,1,0.78
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,50-64,No weapon / unknown,22,27.16
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,35-49,No weapon / unknown,15,18.52
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",F,50-64,No weapon / unknown,12,14.81
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",F,35-49,No weapon / unknown,8,9.88
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",F,25-34,No weapon / unknown,6,7.41
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,25-34,No weapon / unknown,6,7.41
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,18-20,No weapon / unknown,2,2.47
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",X,18-20,No weapon / unknown,2,2.47
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",X,21-24,No weapon / unknown,2,2.47
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",F,21-24,No weapon / unknown,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",F,65+,No weapon / unknown,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,21-24,No weapon / unknown,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,35-49,Other weapon,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",M,65+,No weapon / unknown,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",X,21-24,Knife / sharp object,1,1.23
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,50-64,No weapon / unknown,4,14.29
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,21-24,No weapon / unknown,3,10.71
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,35-49,No weapon / unknown,3,10.71
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,25-34,No weapon / unknown,3,10.71
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,35-49,No weapon / unknown,3,10.71
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,18-20,No weapon / unknown,2,7.14
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,35-49,Other weapon,2,7.14
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,18-20,No weapon / unknown,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,25-34,No weapon / unknown,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,50-64,No weapon / unknown,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",F,65+,Other weapon,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,50-64,Other weapon,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",M,65+,Other weapon,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",X,21-24,No weapon / unknown,1,3.57
"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",X,50-64,No weapon / unknown,1,3.57
DISCHARGE FIREARMS/SHOTS FIRED,M,35-49,Firearm,82,13.95
DISCHARGE FIREARMS/SHOTS FIRED,X,21-24,Firearm,78,13.27
DISCHARGE FIREARMS/SHOTS FIRED,X,18-20,Firearm,69,11.73
DISCHARGE FIREARMS/SHOTS FIRED,M,50-64,Firearm,44,7.48
DISCHARGE FIREARMS/SHOTS FIRED,M,25-34,Firearm,42,7.14
DISCHARGE FIREARMS/SHOTS FIRED,F,35-49,Firearm,38,6.46
DISCHARGE FIREARMS/SHOTS FIRED,F,25-34,Firearm,31,5.27
DISCHARGE FIREARMS/SHOTS FIRED,M,35-49,Other weapon,26,4.42
DISCHARGE FIREARMS/SHOTS FIRED,M,25-34,Other weapon,24,4.08
DISCHARGE FIREARMS/SHOTS FIRED,X,21-24,Other weapon,14,2.38
DISCHARGE FIREARMS/SHOTS FIRED,M,50-64,Other weapon,13,2.21
DISCHARGE FIREARMS/SHOTS FIRED,F,50-64,Firearm,12,2.04
DISCHARGE FIREARMS/SHOTS FIRED,M,18-20,Firearm,12,2.04
DISCHARGE FIREARMS/SHOTS FIRED,M,21-24,Firearm,11,1.87
DISCHARGE FIREARMS/SHOTS FIRED,F,35-49,Other weapon,10,1.7
DISCHARGE FIREARMS/SHOTS FIRED,F,65+,Firearm,10,1.7
DISCHARGE FIREARMS/SHOTS FIRED,F,21-24,Firearm,9,1.53
DISCHARGE FIREARMS/SHOTS FIRED,M,65+,Firearm,8,1.36
DISCHARGE FIREARMS/SHOTS FIRED,X,18-20,Other weapon,8,1.36
DISCHARGE FIREARMS/SHOTS FIRED,M,21-24,Other weapon,7,1.19
DISCHARGE FIREARMS/SHOTS FIRED,F,25-34,Other weapon,6,1.02
DISCHARGE FIREARMS/SHOTS FIRED,M,18-20,Other weapon,6,1.02
DISCHARGE FIREARMS/SHOTS FIRED,F,50-64,Other weapon,5,0.85
DISCHARGE FIREARMS/SHOTS FIRED,M,65+,Other weapon,5,0.85
DISCHARGE FIREARMS/SHOTS FIRED,M,13-17,Firearm,4,0.68
DISCHARGE FIREARMS/SHOTS FIRED,F,65+,Other weapon,3,0.51
DISCHARGE FIREARMS/SHOTS FIRED,F,13-17,Firearm,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,F,13-17,Other weapon,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,F,18-20,Firearm,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,F,21-24,Other weapon,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,M,13-17,Other weapon,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,M,21-24,No weapon / unknown,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,M,25-34,No weapon / unknown,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,M,35-49,Personal weapons,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,X,35-49,Firearm,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,X,50-64,Other weapon,1,0.17
DISCHARGE FIREARMS/SHOTS FIRED,X,65+,Firearm,1,0.17
DISHONEST EMPLOYEE - GRAND THEFT,F,25-34,No weapon / unknown,6,26.09
DISHONEST EMPLOYEE - GRAND THEFT,M,35-49,No weapon / unknown,4,17.39
DISHONEST EMPLOYEE - GRAND THEFT,M,50-64,No weapon / unknown,4,17.39
DISHONEST EMPLOYEE - GRAND THEFT,M,25-34,No weapon / unknown,3,13.04
DISHONEST EMPLOYEE - GRAND THEFT,F,35-49,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - GRAND THEFT,F,50-64,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - GRAND THEFT,F,65+,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - GRAND THEFT,M,18-20,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - GRAND THEFT,M,65+,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - GRAND THEFT,X,18-20,No weapon / unknown,1,4.35
DISHONEST EMPLOYEE - PETTY THEFT,M,50-64,No weapon / unknown,4,36.36
DISHONEST EMPLOYEE - PETTY THEFT,M,25-34,No weapon / unknown,3,27.27
DISHONEST EMPLOYEE - PETTY THEFT,F,35-49,No weapon / unknown,2,18.18
DISHONEST EMPLOYEE - PETTY THEFT,F,50-64,No weapon / unknown,1,9.09
DISHONEST EMPLOYEE - PETTY THEFT,M,35-49,No weapon / unknown,1,9.09
DISHONEST EMPLOYEE ATTEMPTED THEFT,M,50-64,No weapon / unknown,1,100.0
DISRUPT SCHOOL,M,50-64,No weapon / unknown,2,22.22
DISRUPT SCHOOL,F,10-12,No weapon / unknown,1,11.11
DISRUPT SCHOOL,F,21-24,Personal weapons,1,11.11
DISRUPT SCHOOL,F,25-34,No weapon / unknown,1,11.11
DISRUPT SCHOOL,F,35-49,No weapon / unknown,1,11.11
DISRUPT SCHOOL,M,18-20,No weapon / unknown,1,11.11
DISRUPT SCHOOL,M,25-34,No weapon / unknown,1,11.11
DISRUPT SCHOOL,M,35-49,No weapon / unknown,1,11.11
DISTURBING THE PEACE,F,35-49,No weapon / unknown,209,14.82
DISTURBING THE PEACE,M,50-64,No weapon / unknown,186,13.19
DISTURBING THE PEACE,M,35-49,No weapon / unknown,170,12.06
DISTURBING THE PEACE,F,50-64,No weapon / unknown,140,9.93
