Crm Cd Desc,Vict Sex,Vict Age Group,Weapon Category,Crime Count,Crime %
DISTURBING THE PEACE,F,25-34,No weapon / unknown,124,8.79
DISTURBING THE PEACE,M,25-34,No weapon / unknown,104,7.38
DISTURBING THE PEACE,M,65+,No weapon / unknown,59,4.18
DISTURBING THE PEACE,M,35-49,Other weapon,42,2.98
DISTURBING THE PEACE,F,65+,No weapon / unknown,38,2.7
DISTURBING THE PEACE,F,35-49,Other weapon,37,2.62
DISTURBING THE PEACE,F,21-24,No weapon / unknown,34,2.41
DISTURBING THE PEACE,F,50-64,Other weapon,30,2.13
DISTURBING THE PEACE,M,50-64,Other weapon,30,2.13
DISTURBING THE PEACE,M,25-34,Other weapon,27,1.91
DISTURBING THE PEACE,F,25-34,Other weapon,24,1.7
DISTURBING THE PEACE,M,21-24,No weapon / unknown,20,1.42
DISTURBING THE PEACE,M,65+,Other weapon,13,0.92
DISTURBING THE PEACE,F,18-20,No weapon / unknown,12,0.85
DISTURBING THE PEACE,M,13-17,No weapon / unknown,9,0.64
DISTURBING THE PEACE,M,18-20,No weapon / unknown,9,0.64
DISTURBING THE PEACE,F,13-17,No weapon / unknown,7,0.5
DISTURBING THE PEACE,F,21-24,Other weapon,7,0.5
DISTURBING THE PEACE,F,35-49,Personal weapons,6,0.43
DISTURBING THE PEACE,F,65+,Other weapon,6,0.43
DISTURBING THE PEACE,M,50-64,Personal weapons,6,0.43
DISTURBING THE PEACE,F,18-20,Other weapon,5,0.35
DISTURBING THE PEACE,M,21-24,Other weapon,4,0.28
DISTURBING THE PEACE,M,25-34,Personal weapons,4,0.28
DISTURBING THE PEACE,M,35-49,Personal weapons,4,0.28
DISTURBING THE PEACE,F,50-64,Knife / sharp object,3,0.21
DISTURBING THE PEACE,M,2-9,No weapon / unknown,3,0.21
DISTURBING THE PEACE,F,13-17,Other weapon,2,0.14
DISTURBING THE PEACE,F,13-17,Personal weapons,2,0.14
DISTURBING THE PEACE,F,25-34,Personal weapons,2,0.14
DISTURBING THE PEACE,F,35-49,Firearm,2,0.14
DISTURBING THE PEACE,F,65+,Personal weapons,2,0.14
DISTURBING THE PEACE,M,13-17,Other weapon,2,0.14
DISTURBING THE PEACE,M,21-24,Firearm,2,0.14
DISTURBING THE PEACE,M,25-34,Knife / sharp object,2,0.14
DISTURBING THE PEACE,M,35-49,Knife / sharp object,2,0.14
DISTURBING THE PEACE,X,21-24,No weapon / unknown,2,0.14
DISTURBING THE PEACE,X,25-34,No weapon / unknown,2,0.14
DISTURBING THE PEACE,F,21-24,Personal weapons,1,0.07
DISTURBING THE PEACE,F,25-34,Firearm,1,0.07
DISTURBING THE PEACE,F,35-49,Knife / sharp object,1,0.07
DISTURBING THE PEACE,F,50-64,Firearm,1,0.07
DISTURBING THE PEACE,M,10-12,No weapon / unknown,1,0.07
DISTURBING THE PEACE,M,13-17,Firearm,1,0.07
DISTURBING THE PEACE,M,18-20,Firearm,1,0.07
DISTURBING THE PEACE,M,21-24,Personal weapons,1,0.07
DISTURBING THE PEACE,M,35-49,Firearm,1,0.07
DISTURBING THE PEACE,M,50-64,Blunt object,1,0.07
DISTURBING THE PEACE,M,50-64,Firearm,1,0.07
DISTURBING THE PEACE,M,50-64,Knife / sharp object,1,0.07
DISTURBING THE PEACE,M,65+,Knife / sharp object,1,0.07
DISTURBING THE PEACE,X,2-9,No weapon / unknown,1,0.07
DISTURBING THE PEACE,X,18-20,No weapon / unknown,1,0.07
DISTURBING THE PEACE,X,50-64,No weapon / unknown,1,0.07
DOCUMENT FORGERY / STOLEN FELONY,M,50-64,No weapon / unknown,376,15.53
DOCUMENT FORGERY / STOLEN FELONY,M,35-49,No weapon / unknown,353,14.58
DOCUMENT FORGERY / STOLEN FELONY,M,65+,No weapon / unknown,337,13.92
DOCUMENT FORGERY / STOLEN FELONY,F,65+,No weapon / unknown,335,13.84
DOCUMENT FORGERY / STOLEN FELONY,F,50-64,No weapon / unknown,276,11.4
DOCUMENT FORGERY / STOLEN FELONY,F,35-49,No weapon / unknown,262,10.82
DOCUMENT FORGERY / STOLEN FELONY,M,25-34,No weapon / unknown,178,7.35
DOCUMENT FORGERY / STOLEN FELONY,F,25-34,No weapon / unknown,173,7.15
DOCUMENT FORGERY / STOLEN FELONY,M,21-24,No weapon / unknown,42,1.73
DOCUMENT FORGERY / STOLEN FELONY,F,21-24,No weapon / unknown,31,1.28
DOCUMENT FORGERY / STOLEN FELONY,X,21-24,No weapon / unknown,19,0.78
DOCUMENT FORGERY / STOLEN FELONY,F,18-20,No weapon / unknown,9,0.37
DOCUMENT FORGERY / STOLEN FELONY,X,18-20,No weapon / unknown,9,0.37
DOCUMENT FORGERY / STOLEN FELONY,M,13-17,No weapon / unknown,6,0.25
DOCUMENT FORGERY / STOLEN FELONY,M,18-20,No weapon / unknown,5,0.21
DOCUMENT FORGERY / STOLEN FELONY,F,13-17,No weapon / unknown,2,0.08
DOCUMENT FORGERY / STOLEN FELONY,F,2-9,No weapon / unknown,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,F,50-64,Personal weapons,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,F,65+,Personal weapons,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,M,2-9,No weapon / unknown,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,M,50-64,Personal weapons,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,X,25-34,No weapon / unknown,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,X,35-49,No weapon / unknown,1,0.04
DOCUMENT FORGERY / STOLEN FELONY,X,50-64,No weapon / unknown,1,0.04
DOCUMENT WORTHLESS ($200 & UNDER),F,50-64,No weapon / unknown,5,35.71
DOCUMENT WORTHLESS ($200 & UNDER),F,35-49,No weapon / unknown,4,28.57
DOCUMENT WORTHLESS ($200 & UNDER),M,21-24,No weapon / unknown,2,14.29
DOCUMENT WORTHLESS ($200 & UNDER),F,21-24,No weapon / unknown,1,7.14
DOCUMENT WORTHLESS ($200 & UNDER),F,65+,No weapon / unknown,1,7.14
DOCUMENT WORTHLESS ($200 & UNDER),M,50-64,No weapon / unknown,1,7.14
DOCUMENT WORTHLESS ($200.01 & OVER),M,35-49,No weapon / unknown,10,21.28
DOCUMENT WORTHLESS ($200.01 & OVER),M,50-64,No weapon / unknown,9,19.15
DOCUMENT WORTHLESS ($200.01 & OVER),F,35-49,No weapon / unknown,7,14.89
DOCUMENT WORTHLESS ($200.01 & OVER),M,25-34,No weapon / unknown,5,10.64
DOCUMENT WORTHLESS ($200.01 & OVER),F,50-64,No weapon / unknown,4,8.51
DOCUMENT WORTHLESS ($200.01 & OVER),M,65+,No weapon / unknown,3,6.38
DOCUMENT WORTHLESS ($200.01 & OVER),F,21-24,No weapon / unknown,2,4.26
DOCUMENT WORTHLESS ($200.01 & OVER),F,65+,No weapon / unknown,2,4.26
DOCUMENT WORTHLESS ($200.01 & OVER),X,21-24,No weapon / unknown,2,4.26
DOCUMENT WORTHLESS ($200.01 & OVER),F,25-34,No weapon / unknown,1,2.13
DOCUMENT WORTHLESS ($200.01 & OVER),M,13-17,No weapon / unknown,1,2.13
DOCUMENT WORTHLESS ($200.01 & OVER),M,21-24,No weapon / unknown,1,2.13
DRIVING WITHOUT OWNER CONSENT (DWOC),M,35-49,No weapon / unknown,16,22.54
DRIVING WITHOUT OWNER CONSENT (DWOC),M,25-34,No weapon / unknown,13,18.31
DRIVING WITHOUT OWNER CONSENT (DWOC),M,50-64,No weapon / unknown,11,15.49
DRIVING WITHOUT OWNER CONSENT (DWOC),F,35-49,No weapon / unknown,8,11.27
DRIVING WITHOUT OWNER CONSENT (DWOC),X,21-24,No weapon / unknown,5,7.04
DRIVING WITHOUT OWNER CONSENT (DWOC),F,65+,No weapon / unknown,4,5.63
DRIVING WITHOUT OWNER CONSENT (DWOC),F,25-34,No weapon / unknown,3,4.23
DRIVING WITHOUT OWNER CONSENT (DWOC),F,50-64,No weapon / unknown,2,2.82
DRIVING WITHOUT OWNER CONSENT (DWOC),M,18-20,No weapon / unknown,2,2.82
DRIVING WITHOUT OWNER CONSENT (DWOC),M,21-24,No weapon / unknown,2,2.82
DRIVING WITHOUT OWNER CONSENT (DWOC),F,18-20,No weapon / unknown,1,1.41
DRIVING WITHOUT OWNER CONSENT (DWOC),F,21-24,No weapon / unknown,1,1.41
DRIVING WITHOUT OWNER CONSENT (DWOC),M,13-17,Personal weapons,1,1.41
DRIVING WITHOUT OWNER CONSENT (DWOC),M,65+,No weapon / unknown,1,1.41
DRIVING WITHOUT OWNER CONSENT (DWOC),X,35-49,No weapon / unknown,1,1.41
"DRUGS, TO A MINOR",F,13-17,No weapon / unknown,3,50.0
"DRUGS, TO A MINOR",F,35-49,No weapon / unknown,1,16.67
"DRUGS, TO A MINOR",M,2-9,No weapon / unknown,1,16.67
"DRUGS, TO A MINOR",M,13-17,No weapon / unknown,1,16.67
DRUNK ROLL,M,35-49,No weapon / unknown,12,32.43
DRUNK ROLL,M,25-34,No weapon / unknown,8,21.62
DRUNK ROLL,M,21-24,No weapon / unknown,4,10.81
DRUNK ROLL,M,65+,No weapon / unknown,3,8.11
DRUNK ROLL,F,21-24,No weapon / unknown,2,5.41
DRUNK ROLL,F,35-49,No weapon / unknown,2,5.41
DRUNK ROLL,M,50-64,No weapon / unknown,2,5.41
DRUNK ROLL,X,21-24,No weapon / unknown,2,5.41
DRUNK ROLL,F,25-34,No weapon / unknown,1,2.7
DRUNK ROLL,F,65+,Personal weapons,1,2.7
DRUNK ROLL - ATTEMPT,F,50-64,No weapon / unknown,1,100.0
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,21-24,No weapon / unknown,117,19.28
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,35-49,No weapon / unknown,112,18.45
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,25-34,No weapon / unknown,77,12.69
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,50-64,No weapon / unknown,75,12.36
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,35-49,No weapon / unknown,47,7.74
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,25-34,No weapon / unknown,38,6.26
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,18-20,No weapon / unknown,36,5.93
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,50-64,No weapon / unknown,25,4.12
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,65+,No weapon / unknown,21,3.46
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,21-24,No weapon / unknown,15,2.47
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,65+,No weapon / unknown,14,2.31
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,21-24,No weapon / unknown,12,1.98
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,18-20,No weapon / unknown,9,1.48
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,50-64,No weapon / unknown,2,0.33
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,18-20,No weapon / unknown,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,35-49,Other weapon,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",F,35-49,Personal weapons,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",M,35-49,Personal weapons,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,25-34,No weapon / unknown,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,35-49,No weapon / unknown,1,0.16
"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",X,65+,No weapon / unknown,1,0.16
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",X,21-24,No weapon / unknown,8,17.78
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",M,35-49,No weapon / unknown,7,15.56
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",F,35-49,No weapon / unknown,6,13.33
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",M,50-64,No weapon / unknown,6,13.33
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",F,50-64,No weapon / unknown,4,8.89
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",F,25-34,No weapon / unknown,3,6.67
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",M,25-34,No weapon / unknown,3,6.67
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",M,65+,No weapon / unknown,3,6.67
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",X,18-20,No weapon / unknown,3,6.67
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",F,65+,No weapon / unknown,1,2.22
"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",X,18-20,Personal weapons,1,2.22
EXTORTION,M,25-34,No weapon / unknown,261,13.15
EXTORTION,M,35-49,No weapon / unknown,215,10.83
EXTORTION,M,21-24,No weapon / unknown,199,10.03
EXTORTION,M,13-17,No weapon / unknown,158,7.96
EXTORTION,M,18-20,No weapon / unknown,153,7.71
EXTORTION,M,50-64,No weapon / unknown,146,7.36
EXTORTION,F,35-49,No weapon / unknown,104,5.24
EXTORTION,F,25-34,No weapon / unknown,95,4.79
EXTORTION,M,25-34,Other weapon,74,3.73
EXTORTION,M,35-49,Other weapon,66,3.32
EXTORTION,F,50-64,No weapon / unknown,61,3.07
EXTORTION,M,65+,No weapon / unknown,60,3.02
EXTORTION,F,21-24,No weapon / unknown,52,2.62
EXTORTION,F,18-20,No weapon / unknown,39,1.96
EXTORTION,M,21-24,Other weapon,36,1.81
EXTORTION,M,50-64,Other weapon,34,1.71
EXTORTION,F,13-17,No weapon / unknown,27,1.36
EXTORTION,F,65+,No weapon / unknown,26,1.31
EXTORTION,F,35-49,Other weapon,25,1.26
EXTORTION,M,65+,Other weapon,17,0.86
EXTORTION,F,25-34,Other weapon,16,0.81
EXTORTION,F,50-64,Other weapon,16,0.81
EXTORTION,M,18-20,Other weapon,16,0.81
EXTORTION,M,13-17,Other weapon,14,0.71
EXTORTION,F,10-12,No weapon / unknown,9,0.45
EXTORTION,F,21-24,Other weapon,8,0.4
EXTORTION,M,10-12,No weapon / unknown,7,0.35
EXTORTION,M,35-49,Personal weapons,7,0.35
EXTORTION,F,13-17,Other weapon,5,0.25
EXTORTION,F,65+,Other weapon,5,0.25
EXTORTION,M,35-49,Firearm,4,0.2
EXTORTION,F,18-20,Other weapon,3,0.15
EXTORTION,M,10-12,Other weapon,3,0.15
EXTORTION,F,25-34,Personal weapons,2,0.1
EXTORTION,F,50-64,Personal weapons,2,0.1
EXTORTION,M,21-24,Personal weapons,2,0.1
EXTORTION,M,25-34,Personal weapons,2,0.1
EXTORTION,M,50-64,Firearm,2,0.1
EXTORTION,F,2-9,No weapon / unknown,1,0.05
EXTORTION,F,21-24,Firearm,1,0.05
EXTORTION,F,21-24,Knife / sharp object,1,0.05
EXTORTION,F,21-24,Personal weapons,1,0.05
EXTORTION,F,35-49,Knife / sharp object,1,0.05
EXTORTION,F,50-64,Firearm,1,0.05
EXTORTION,M,18-20,Personal weapons,1,0.05
EXTORTION,M,21-24,Firearm,1,0.05
EXTORTION,M,25-34,Firearm,1,0.05
EXTORTION,M,25-34,Knife / sharp object,1,0.05
EXTORTION,M,35-49,Blunt object,1,0.05
EXTORTION,M,50-64,Personal weapons,1,0.05
EXTORTION,X,21-24,No weapon / unknown,1,0.05
EXTORTION,X,50-64,No weapon / unknown,1,0.05
FAILURE TO YIELD,X,21-24,No weapon / unknown,222,50.23
FAILURE TO YIELD,X,18-20,No weapon / unknown,94,21.27
FAILURE TO YIELD,M,25-34,No weapon / unknown,42,9.5
FAILURE TO YIELD,M,35-49,No weapon / unknown,31,7.01
FAILURE TO YIELD,M,18-20,No weapon / unknown,9,2.04
FAILURE TO YIELD,M,21-24,No weapon / unknown,9,2.04
FAILURE TO YIELD,M,50-64,No weapon / unknown,8,1.81
FAILURE TO YIELD,M,13-17,No weapon / unknown,5,1.13
FAILURE TO YIELD,F,21-24,No weapon / unknown,4,0.9
FAILURE TO YIELD,F,25-34,No weapon / unknown,4,0.9
FAILURE TO YIELD,F,35-49,No weapon / unknown,3,0.68
FAILURE TO YIELD,F,50-64,No weapon / unknown,2,0.45
FAILURE TO YIELD,X,21-24,Other weapon,2,0.45
FAILURE TO YIELD,F,25-34,Other weapon,1,0.23
FAILURE TO YIELD,M,2-9,No weapon / unknown,1,0.23
FAILURE TO YIELD,M,25-34,Firearm,1,0.23
FAILURE TO YIELD,M,65+,No weapon / unknown,1,0.23
FAILURE TO YIELD,X,18-20,Firearm,1,0.23
FAILURE TO YIELD,X,25-34,No weapon / unknown,1,0.23
FAILURE TO YIELD,X,35-49,No weapon / unknown,1,0.23
FALSE IMPRISONMENT,F,35-49,No weapon / unknown,34,10.27
FALSE IMPRISONMENT,F,25-34,Personal weapons,32,9.67
FALSE IMPRISONMENT,F,25-34,No weapon / unknown,30,9.06
FALSE IMPRISONMENT,F,21-24,No weapon / unknown,23,6.95
FALSE IMPRISONMENT,F,21-24,Personal weapons,20,6.04
FALSE IMPRISONMENT,F,50-64,Personal weapons,17,5.14
FALSE IMPRISONMENT,M,35-49,No weapon / unknown,17,5.14
FALSE IMPRISONMENT,F,35-49,Personal weapons,16,4.83
FALSE IMPRISONMENT,M,25-34,No weapon / unknown,12,3.63
FALSE IMPRISONMENT,F,13-17,No weapon / unknown,9,2.72
FALSE IMPRISONMENT,F,18-20,No weapon / unknown,9,2.72
FALSE IMPRISONMENT,F,18-20,Personal weapons,8,2.42
FALSE IMPRISONMENT,F,50-64,No weapon / unknown,8,2.42
FALSE IMPRISONMENT,F,25-34,Other weapon,7,2.11
FALSE IMPRISONMENT,M,25-34,Personal weapons,7,2.11
FALSE IMPRISONMENT,F,13-17,Personal weapons,5,1.51
FALSE IMPRISONMENT,F,50-64,Other weapon,5,1.51
FALSE IMPRISONMENT,M,50-64,No weapon / unknown,5,1.51
FALSE IMPRISONMENT,F,18-20,Other weapon,4,1.21
FALSE IMPRISONMENT,F,35-49,Other weapon,4,1.21
FALSE IMPRISONMENT,M,65+,No weapon / unknown,4,1.21
FALSE IMPRISONMENT,F,35-49,Knife / sharp object,3,0.91
FALSE IMPRISONMENT,F,65+,No weapon / unknown,3,0.91
FALSE IMPRISONMENT,F,65+,Other weapon,3,0.91
FALSE IMPRISONMENT,F,65+,Personal weapons,3,0.91
FALSE IMPRISONMENT,M,18-20,No weapon / unknown,3,0.91
FALSE IMPRISONMENT,M,21-24,No weapon / unknown,3,0.91
FALSE IMPRISONMENT,M,21-24,Personal weapons,3,0.91
FALSE IMPRISONMENT,M,50-64,Personal weapons,3,0.91
FALSE IMPRISONMENT,F,21-24,Other weapon,2,0.6
FALSE IMPRISONMENT,M,2-9,No weapon / unknown,2,0.6
FALSE IMPRISONMENT,M,18-20,Personal weapons,2,0.6
FALSE IMPRISONMENT,M,35-49,Other weapon,2,0.6
FALSE IMPRISONMENT,M,50-64,Other weapon,2,0.6
FALSE IMPRISONMENT,M,65+,Personal weapons,2,0.6
FALSE IMPRISONMENT,F,2-9,Knife / sharp object,1,0.3
FALSE IMPRISONMENT,F,10-12,No weapon / unknown,1,0.3
FALSE IMPRISONMENT,F,13-17,Knife / sharp object,1,0.3
FALSE IMPRISONMENT,F,21-24,Knife / sharp object,1,0.3
FALSE IMPRISONMENT,F,25-34,Firearm,1,0.3
FALSE IMPRISONMENT,F,65+,Knife / sharp object,1,0.3
FALSE IMPRISONMENT,M,10-12,No weapon / unknown,1,0.3
FALSE IMPRISONMENT,M,13-17,Other weapon,1,0.3
FALSE IMPRISONMENT,M,13-17,Personal weapons,1,0.3
FALSE IMPRISONMENT,M,18-20,Firearm,1,0.3
FALSE IMPRISONMENT,M,21-24,Knife / sharp object,1,0.3
FALSE IMPRISONMENT,M,21-24,Other weapon,1,0.3
FALSE IMPRISONMENT,M,25-34,Firearm,1,0.3
FALSE IMPRISONMENT,M,25-34,Other weapon,1,0.3
FALSE IMPRISONMENT,M,35-49,Firearm,1,0.3
FALSE IMPRISONMENT,M,35-49,Personal weapons,1,0.3
FALSE IMPRISONMENT,M,65+,Other weapon,1,0.3
FALSE IMPRISONMENT,X,21-24,No weapon / unknown,1,0.3
FALSE IMPRISONMENT,X,35-49,No weapon / unknown,1,0.3
FALSE POLICE REPORT,M,25-34,No weapon / unknown,19,21.11
FALSE POLICE REPORT,M,35-49,No weapon / unknown,18,20.0
FALSE POLICE REPORT,M,50-64,No weapon / unknown,13,14.44
FALSE POLICE REPORT,F,35-49,No weapon / unknown,6,6.67
FALSE POLICE REPORT,F,25-34,No weapon / unknown,5,5.56
FALSE POLICE REPORT,M,65+,No weapon / unknown,5,5.56
FALSE POLICE REPORT,X,18-20,No weapon / unknown,5,5.56
FALSE POLICE REPORT,X,21-24,No weapon / unknown,4,4.44
FALSE POLICE REPORT,M,13-17,No weapon / unknown,3,3.33
FALSE POLICE REPORT,M,21-24,No weapon / unknown,3,3.33
FALSE POLICE REPORT,F,50-64,No weapon / unknown,2,2.22
FALSE POLICE REPORT,F,65+,No weapon / unknown,2,2.22
FALSE POLICE REPORT,M,18-20,No weapon / unknown,2,2.22
FALSE POLICE REPORT,F,18-20,No weapon / unknown,1,1.11
FALSE POLICE REPORT,F,21-24,No weapon / unknown,1,1.11
FALSE POLICE REPORT,M,65+,Other weapon,1,1.11
FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),F,25-34,No weapon / unknown,1,33.33
FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),F,35-49,No weapon / unknown,1,33.33
FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),X,25-34,Firearm,1,33.33
FIREARMS RESTRAINING ORDER (FIREARMS RO),F,25-34,No weapon / unknown,1,50.0
FIREARMS RESTRAINING ORDER (FIREARMS RO),M,35-49,No weapon / unknown,1,50.0
GRAND THEFT / AUTO REPAIR,M,50-64,No weapon / unknown,2,66.67
GRAND THEFT / AUTO REPAIR,F,35-49,No weapon / unknown,1,33.33
GRAND THEFT / INSURANCE FRAUD,F,35-49,No weapon / unknown,2,20.0
GRAND THEFT / INSURANCE FRAUD,M,35-49,No weapon / unknown,2,20.0
GRAND THEFT / INSURANCE FRAUD,F,35-49,Other weapon,1,10.0
GRAND THEFT / INSURANCE FRAUD,F,50-64,No weapon / unknown,1,10.0
GRAND THEFT / INSURANCE FRAUD,F,65+,No weapon / unknown,1,10.0
GRAND THEFT / INSURANCE FRAUD,M,35-49,Personal weapons,1,10.0
GRAND THEFT / INSURANCE FRAUD,M,50-64,No weapon / unknown,1,10.0
GRAND THEFT / INSURANCE FRAUD,M,65+,No weapon / unknown,1,10.0
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,13-17,No weapon / unknown,286,62.86
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,13-17,Personal weapons,33,7.25
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,13-17,Other weapon,26,5.71
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,18-20,No weapon / unknown,22,4.84
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,18-20,Personal weapons,16,3.52
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,25-34,No weapon / unknown,16,3.52
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,21-24,No weapon / unknown,15,3.3
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,21-24,Other weapon,6,1.32
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,25-34,Personal weapons,6,1.32
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,13-17,Firearm,5,1.1
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,21-24,Personal weapons,5,1.1
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,35-49,No weapon / unknown,4,0.88
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,10-12,No weapon / unknown,3,0.66
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,25-34,Other weapon,2,0.44
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,35-49,Personal weapons,2,0.44
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,10-12,Personal weapons,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,18-20,Firearm,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,21-24,Firearm,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,21-24,Knife / sharp object,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,25-34,Firearm,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,F,35-49,Other weapon,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,M,13-17,Other weapon,1,0.22
HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,M,25-34,No weapon / unknown,1,0.22
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,13-17,No weapon / unknown,36,32.14
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,13-17,Personal weapons,10,8.93
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,18-20,No weapon / unknown,8,7.14
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,21-24,No weapon / unknown,8,7.14
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,21-24,Personal weapons,7,6.25
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,25-34,No weapon / unknown,6,5.36
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,35-49,No weapon / unknown,5,4.46
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,18-20,Personal weapons,4,3.57
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,13-17,Other weapon,3,2.68
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,25-34,No weapon / unknown,3,2.68
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,10-12,No weapon / unknown,2,1.79
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,25-34,Other weapon,2,1.79
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,25-34,Personal weapons,2,1.79
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,35-49,Personal weapons,2,1.79
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,25-34,Other weapon,2,1.79
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,21-24,Firearm,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,35-49,Firearm,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,35-49,Other weapon,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,50-64,No weapon / unknown,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,F,65+,Personal weapons,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,13-17,No weapon / unknown,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,18-20,No weapon / unknown,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,35-49,No weapon / unknown,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,35-49,Other weapon,1,0.89
HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,M,50-64,Other weapon,1,0.89
